"AWAY_2PA"	"AWAY_2PM"	"AWAY_3PA"	"AWAY_3PM"	"AWAY_FTA"	"AWAY_FTM"	"AWAY_TO"	"AWAY_ORB"	"AWAY_DRB"	"HOME_2PA"	"HOME_2PM"	"HOME_3PA"	"HOME_3PM"	"HOME_FTA"	"HOME_FTM"	"HOME_TO"	"HOME_ORB"	"HOME_DRB"	"WINNER"
"710"	61.6428571428571	29.3214285714286	16.6785714285714	6.21428571428571	22.7857142857143	18	14.0714285714286	9	29.6428571428571	62.5	30.1071428571429	13.7142857142857	4.75	25.7857142857143	19.6428571428571	14.6071428571429	9.85714285714286	28.3571428571429	"H"
"711"	61.3636363636364	28.9545454545455	15.6818181818182	5.81818181818182	21.7272727272727	15.6363636363636	15.0909090909091	10.5909090909091	27	59.5	28.4166666666667	19.4166666666667	7.29166666666667	24.7083333333333	17.8333333333333	12.8333333333333	9.83333333333333	30.9166666666667	"H"
"712"	64.3461538461538	30.7692307692308	20.7692307692308	7.53846153846154	21	17.3461538461538	15.7307692307692	10.9230769230769	30.2307692307692	66.5	31.3076923076923	15.1153846153846	4.88461538461539	24.1538461538462	18.5	14	13.0384615384615	27.9615384615385	"H"
"713"	65.2727272727273	33.2272727272727	17.9090909090909	6.90909090909091	27.8181818181818	21.6363636363636	13.2272727272727	12.0454545454545	30.9090909090909	57.2173913043478	30.304347826087	20.8695652173913	7.91304347826087	26.2173913043478	20.7391304347826	13	10.6521739130435	31.4347826086957	"A"
"714"	64.84	30.04	18.28	6.56	23.04	18.68	14.92	12.08	30.16	55.32	26.6	20.84	7.96	23.64	19.28	13.12	10.72	29.4	"H"
"715"	59.28	28	20.52	7.96	24.6	19.2	13.48	10.48	29.24	52.2083333333333	26.0416666666667	25.8333333333333	9.95833333333333	28	19.9583333333333	14.3333333333333	10.9583333333333	33.25	"H"
"716"	56.6086956521739	27	30.4347826086957	10.4347826086957	19.1739130434783	15.3478260869565	14.5652173913043	10.0434782608696	31.0869565217391	60.7826086956522	30.6086956521739	18.3913043478261	6.47826086956522	27.304347826087	20.9565217391304	12.5217391304348	14.304347826087	28.0869565217391	"H"
"717"	59.4583333333333	31.2083333333333	17.6666666666667	6.41666666666667	28.0416666666667	21.5833333333333	16.7916666666667	9.04166666666667	30.6666666666667	66.08	31.84	12.36	4.36	22.84	17.08	12.52	10.56	29.24	"A"
"718"	60.1739130434783	28.4782608695652	20.4782608695652	7.52173913043478	21	16.5217391304348	12.5217391304348	8.60869565217391	31.8695652173913	61.5185185185185	31.7777777777778	17.037037037037	7.07407407407407	27.1851851851852	21.037037037037	14.7777777777778	11.0740740740741	31.7777777777778	"A"
"719"	61.1923076923077	29.1538461538462	18.3461538461538	6.61538461538461	23.1153846153846	19.1923076923077	16.3846153846154	9.23076923076923	27.5769230769231	69.1481481481482	32.1481481481481	10.8888888888889	4.2962962962963	26.2222222222222	19.8148148148148	16.962962962963	12	31.7777777777778	"H"
"720"	64.92	32.44	14.44	4.48	27.64	21.12	16.56	11.36	28.16	68.6086956521739	33.695652173913	17.7826086956522	6.65217391304348	31.8260869565217	24.9565217391304	14.1304347826087	12.1304347826087	31.3913043478261	"H"
"721"	58.8518518518519	27.6666666666667	20.037037037037	7.55555555555556	23.0740740740741	18.4814814814815	14.3333333333333	10.2962962962963	31	66.7391304347826	32.3913043478261	15.7826086956522	5.34782608695652	26.6521739130435	21	13	12.4347826086957	30.2173913043478	"H"
"722"	65.3461538461538	30.5	18.0769230769231	6.5	22.2307692307692	17.2692307692308	15.0384615384615	11.4615384615385	30.1153846153846	59.8518518518519	28.1111111111111	15.2962962962963	5.2962962962963	27.1481481481481	20.5925925925926	16	10.6296296296296	29.6296296296296	"H"
"723"	58.5909090909091	27.9090909090909	18.4090909090909	7.40909090909091	21.4545454545455	17.3636363636364	12.3636363636364	8.31818181818182	28.3181818181818	62.448275862069	29.9310344827586	13.8275862068966	4.75862068965517	25.4827586206897	19.4137931034483	14.6206896551724	9.86206896551724	28.8620689655172	"H"
"724"	59.96	31.44	17.4	6.32	28.12	21.56	16.6	9.2	30.56	67.1923076923077	32.1153846153846	13.3846153846154	4.73076923076923	26.1153846153846	19.3846153846154	14.7692307692308	13.5384615384615	30.1923076923077	"H"
"725"	57.64	28.28	20.64	7.88	23.88	17.12	12.72	10.44	30.88	66.12	31.48	21.28	7.96	26.68	21.12	14.48	11.4	34.36	"H"
"726"	61.56	30.88	16.72	6.28	27.04	20.72	16.12	10.6	29.52	59.44	28.68	19.32	7.28	24.2	17.32	12.68	9.72	30.76	"A"
"727"	64.6521739130435	30.6086956521739	14.7391304347826	5.04347826086957	22.8695652173913	17.0434782608696	11.5217391304348	10.7826086956522	30.4782608695652	68.7391304347826	31.7391304347826	15.304347826087	5.65217391304348	26.304347826087	20.5652173913043	14.3478260869565	12.1739130434783	30.8695652173913	"H"
"728"	56.4166666666667	27	30.375	10.5833333333333	18.875	15.2083333333333	14.5	9.875	30.75	68.5	33.75	17.5833333333333	6.625	31.9166666666667	25.0833333333333	13.875	11.9583333333333	31.2916666666667	"H"
"729"	72.0869565217391	33.0869565217391	10.7826086956522	3.73913043478261	25.5217391304348	20.0869565217391	16.304347826087	12.2608695652174	30.0869565217391	65.6296296296296	33.2592592592593	19.3703703703704	7.25925925925926	27.037037037037	20.6296296296296	13.962962962963	12.4814814814815	32.5925925925926	"H"
"730"	60.125	28.5833333333333	20.5	7.54166666666667	21	16.625	12.5416666666667	8.58333333333333	31.875	59.5	27.3076923076923	20.8076923076923	7.80769230769231	25.8846153846154	20	13.7307692307692	11.8846153846154	30.2692307692308	"A"
"731"	61.2222222222222	29.2592592592593	18.3333333333333	6.81481481481481	22.8518518518519	18.962962962963	16.2222222222222	9.11111111111111	27.5925925925926	63.4347826086956	31.9130434782609	20.0869565217391	7	22.1304347826087	17.9130434782609	13.4782608695652	11.6086956521739	32.4347826086956	"H"
"732"	61.448275862069	28.9310344827586	16.8965517241379	6.17241379310345	22.7241379310345	18.0344827586207	13.9310344827586	8.96551724137931	29.9310344827586	68.4583333333333	32	16.2916666666667	5.20833333333333	26.4166666666667	19.3333333333333	13.7083333333333	13	29.2083333333333	"A"
"733"	65.0833333333333	30.8333333333333	16.4166666666667	5.25	20.0416666666667	15.0416666666667	13.5416666666667	10.6666666666667	27.7916666666667	55.8333333333333	29.0833333333333	21.2916666666667	7.70833333333333	24.7083333333333	18.7916666666667	13.875	9.83333333333333	29.7083333333333	"H"
"734"	58.9615384615385	26.9615384615385	20.6538461538462	7.88461538461539	27.3076923076923	19.7307692307692	12.4615384615385	10.9230769230769	29.5	66.1923076923077	31.7692307692308	12.5	4.42307692307692	22.8846153846154	17.1538461538462	12.6153846153846	10.7692307692308	29.2307692307692	"A"
"735"	59.12	29.68	16.76	6.08	25.28	19.52	16.96	10.72	32.12	55.2307692307692	26.7307692307692	20.6153846153846	7.76923076923077	24.2307692307692	19.7692307692308	12.9615384615385	10.5	29.3461538461538	"A"
"736"	61.5	31.0769230769231	16.8846153846154	6.23076923076923	26.5384615384615	20.3846153846154	15.8846153846154	10.5	29.4230769230769	52.24	26.16	25.6	9.8	28.36	20.16	14.28	10.96	33.28	"A"
"737"	63.7777777777778	30.7407407407407	20.8888888888889	7.59259259259259	21.4074074074074	17.8148148148148	15.5925925925926	10.7037037037037	30.1481481481481	66.8333333333333	32.5833333333333	15.9583333333333	5.54166666666667	26.625	20.9583333333333	12.7916666666667	12.3333333333333	30.0416666666667	"H"
"738"	65.3913043478261	33.5217391304348	18	6.73913043478261	27.304347826087	21.2173913043478	12.9130434782609	12.0434782608696	30.8695652173913	66.8076923076923	34.2307692307692	13.5	5.03846153846154	28.3846153846154	21.8461538461538	13.7307692307692	12.3846153846154	30.3461538461538	"H"
"739"	64.6190476190476	30.2380952380952	13.6190476190476	4.52380952380952	26.047619047619	19.2857142857143	14.9047619047619	10.1428571428571	27.952380952381	67.5555555555556	32.2592592592593	13.4814814814815	4.7037037037037	26.1851851851852	19.5555555555556	14.5925925925926	13.8518518518519	30.2592592592593	"H"
"740"	56.68	27.44	30.24	10.6	19.2	15.32	14.6	9.92	30.64	63.48	28.64	16.92	5.4	23.28	17.08	14.32	11.68	28	"H"
"741"	72.0416666666667	32.875	11.0833333333333	3.875	25.5	20.125	16.2083333333333	12.1666666666667	30.3333333333333	60.7916666666667	30.75	18.4166666666667	6.58333333333333	27.0416666666667	20.6666666666667	12.625	14.2916666666667	28.125	"H"
"742"	60.3846153846154	31.5	17.2692307692308	6.19230769230769	27.8076923076923	21.3461538461538	16.6538461538462	9.42307692307692	30.3846153846154	57.5	30	20.9583333333333	8.04166666666667	25.9166666666667	20.375	12.8333333333333	10.8333333333333	31.25	"H"
"743"	60.12	28.76	20.4	7.56	20.96	16.68	12.28	8.6	31.92	63.1666666666667	30.875	15.4583333333333	5.91666666666667	23.375	20.1666666666667	12.4166666666667	8.625	30.4166666666667	"H"
"744"	61.3214285714286	29.1785714285714	18.2142857142857	6.85714285714286	23.0714285714286	19.0714285714286	16.1071428571429	8.89285714285714	27.5	60.875	28.6666666666667	20.4166666666667	7.375	25.4583333333333	20.625	13.4166666666667	11.1666666666667	33.5833333333333	"H"
"745"	64.92	30.84	16.28	5.12	20.32	15.32	13.72	10.52	28.08	59.9285714285714	28.2857142857143	15.2142857142857	5.32142857142857	26.75	20.2142857142857	16.0714285714286	10.6428571428571	29.75	"H"
"746"	59.3461538461538	29.8076923076923	16.6538461538462	5.92307692307692	25.1538461538462	19.4230769230769	16.8076923076923	10.6923076923077	32	63.8333333333333	32.3333333333333	19.75	6.91666666666667	22.125	17.9583333333333	13.5	11.5833333333333	32.5833333333333	"A"
"747"	63.16	30.12	19.64	6.6	21.76	16.64	12.2	10.88	27.88	68.7083333333333	31.75	15.0833333333333	5.625	26.75	20.875	14.4166666666667	12.4166666666667	30.625	"A"
"748"	57.9615384615385	27.1538461538462	19.9230769230769	8.03846153846154	23	17.4230769230769	13.2307692307692	11.8461538461538	27.5769230769231	68.64	34	17.76	6.84	31.92	25.2	13.64	12	31.2	"H"
"749"	59.1111111111111	27.2222222222222	20.2962962962963	7.74074074074074	27.1481481481481	19.7037037037037	12.2592592592593	10.7407407407407	29.4814814814815	66.1071428571429	33.5	19.3928571428571	7.17857142857143	26.6785714285714	20.25	13.9285714285714	12.6071428571429	32.8571428571429	"H"
"750"	61.2608695652174	28.9130434782609	15.9130434782609	6	21.304347826087	15.2173913043478	15.0434782608696	10.4782608695652	26.7826086956522	51.6923076923077	25.6153846153846	25.8076923076923	9.76923076923077	28.3846153846154	20.2307692307692	14.6538461538462	10.9615384615385	33.1923076923077	"H"
"751"	65.1851851851852	30.3703703703704	18	6.37037037037037	22.037037037037	17	15.1481481481481	11.4444444444444	29.8148148148148	63.0833333333333	33.25	15.9166666666667	6.5	27.1666666666667	20.5	15.5416666666667	10.4166666666667	33.125	"H"
"752"	64.2727272727273	30.1363636363636	13.7272727272727	4.59090909090909	25.5909090909091	19	15.2727272727273	10.3181818181818	28	66.2962962962963	34.2592592592593	13.6296296296296	5.07407407407407	28.7037037037037	21.962962962963	13.8148148148148	12.1111111111111	30.3333333333333	"H"
"753"	63.9333333333333	29.5	16.1666666666667	5.83333333333333	24.8333333333333	19.4333333333333	15.6	11.7333333333333	28.3666666666667	66.1851851851852	31.8518518518519	12.5185185185185	4.44444444444444	22.7407407407407	16.962962962963	12.5185185185185	10.7777777777778	29.2222222222222	"A"
"754"	64.5384615384615	30	18.6153846153846	6.61538461538461	22.9615384615385	18.5384615384615	14.8846153846154	12.1923076923077	30.1923076923077	66.3703703703704	31.2962962962963	15.1851851851852	5.07407407407407	24.4814814814815	18.8148148148148	13.8518518518519	12.9259259259259	27.8518518518519	"H"
"755"	59.7692307692308	28.0384615384615	20.2692307692308	7.84615384615385	24.3076923076923	18.8846153846154	13.4230769230769	10.5769230769231	29.1153846153846	60.48	28.52	20.6	7.44	25.24	20.48	13.76	11.28	33.36	"H"
"756"	58.7826086956522	27.5217391304348	18.695652173913	7.39130434782609	21.4782608695652	17.5217391304348	12.1304347826087	8.56521739130435	28.1304347826087	69.3214285714286	32.4642857142857	10.8928571428571	4.28571428571429	26.2857142857143	19.8928571428571	16.75	11.9642857142857	31.7142857142857	"A"
"757"	66.6521739130435	32.695652173913	12.8695652173913	3.78260869565217	24.1739130434783	18.1739130434783	15.9565217391304	11.6086956521739	29.7826086956522	65.9230769230769	31.2692307692308	21.3461538461538	8.07692307692308	26.2307692307692	20.7307692307692	14.3846153846154	11.3461538461538	34.1923076923077	"H"
"758"	60.6153846153846	28.8461538461538	20.1153846153846	7.46153846153846	20.7307692307692	16.5	12.2692307692308	8.61538461538461	32.1153846153846	57.8461538461538	28.0769230769231	27.3846153846154	10.1923076923077	25.7692307692308	20.6153846153846	15.3846153846154	11.7692307692308	32.1538461538462	"H"
"759"	59.4642857142857	27.2857142857143	20.1071428571429	7.53571428571429	27.1785714285714	19.6785714285714	12.3571428571429	10.8928571428571	29.2857142857143	65.04	30.2	18.2	6.12	28.36	22.24	15.12	11.84	29.4	"A"
"760"	67.1428571428571	31.7142857142857	16.75	6.39285714285714	21.7857142857143	17.0714285714286	15.4642857142857	11.8214285714286	29.9285714285714	66.72	32.6	15.88	5.68	27.2	21.28	12.8	12.24	30.24	"A"
"761"	57.6153846153846	28.2692307692308	20.6538461538462	7.80769230769231	24.0769230769231	17.2692307692308	12.8076923076923	10.5769230769231	31.0384615384615	63.16	30.8	15.44	5.92	23.12	19.96	12.4	8.44	30.6	"A"
"762"	61.1111111111111	30.7407407407407	16.8148148148148	6.18518518518519	26.5925925925926	20.4814814814815	15.9259259259259	10.2222222222222	29.6296296296296	67.3214285714286	32.3571428571429	13.3928571428571	4.60714285714286	26.1071428571429	19.3928571428571	14.3928571428571	13.5357142857143	29.9285714285714	"A"
"763"	63.5714285714286	30.5714285714286	21.1428571428571	7.71428571428571	21.6071428571429	18.0714285714286	15.5357142857143	10.7857142857143	29.9642857142857	59.4827586206897	28.2068965517241	15.6206896551724	5.51724137931035	26.551724137931	20.0689655172414	16.1034482758621	10.6206896551724	29.8275862068966	"H"
"764"	65.625	33.6666666666667	18.0416666666667	6.66666666666667	27.25	21.1666666666667	12.9166666666667	12.0833333333333	30.6666666666667	68.5769230769231	33.7307692307692	17.4230769230769	6.73076923076923	32.3461538461538	25.7307692307692	13.6538461538462	12.0384615384615	31.0384615384615	"A"
"765"	64.2173913043478	30.2173913043478	13.6521739130435	4.52173913043478	25.8695652173913	19.304347826087	15.4347826086957	10.6086956521739	27.8260869565217	61.04	30.88	18.44	6.64	26.76	20.4	12.72	14.36	28.28	"H"
"766"	64.4444444444444	29.962962962963	18.8148148148148	6.59259259259259	23.2592592592593	18.8518518518519	14.7777777777778	12.2222222222222	30.0740740740741	59.1923076923077	28.5769230769231	19.3461538461538	7.23076923076923	23.8846153846154	17.1153846153846	12.9230769230769	9.76923076923077	30.5769230769231	"A"
"767"	59.962962962963	27.8518518518519	20.0740740740741	7.88888888888889	24.0740740740741	18.7407407407407	13.3703703703704	10.2592592592593	29.0740740740741	63.84	32.04	19.64	6.92	22.2	18.08	13.28	11.44	32.2	"H"
"768"	52.8	25.84	26.68	11.04	25.92	18.96	13.44	9.16	33.08	55.1481481481481	26.6296296296296	20.2592592592593	7.55555555555556	24.4074074074074	19.8888888888889	13.1481481481481	10.3703703703704	29.3333333333333	"H"
"769"	60.4814814814815	31.5555555555556	17.037037037037	6.07407407407407	27.6666666666667	21.1851851851852	17	9.51851851851852	30.3333333333333	63.3461538461538	28.8846153846154	17.6923076923077	5.76923076923077	23.0769230769231	16.9230769230769	14.3846153846154	11.5769230769231	28.3846153846154	"A"
"770"	59.4444444444444	29.8888888888889	16.4074074074074	5.81481481481481	25.2592592592593	19.6666666666667	16.962962962963	10.7777777777778	32.1851851851852	66.3571428571429	34.2857142857143	13.6428571428571	5.07142857142857	28.8571428571429	22.3214285714286	13.7142857142857	12.1785714285714	30.0714285714286	"H"
"771"	60.9259259259259	28.962962962963	20.2592592592593	7.48148148148148	20.7777777777778	16.5925925925926	12.3703703703704	8.74074074074074	32.2592592592593	66.1071428571429	31.7857142857143	12.5714285714286	4.42857142857143	22.5357142857143	16.8571428571429	12.5357142857143	10.6428571428571	29.4642857142857	"A"
"772"	59.7931034482759	27.3103448275862	20.0689655172414	7.58620689655172	27.4137931034483	19.7586206896552	12.3448275862069	11.0344827586207	29.448275862069	61	30.8076923076923	18.4615384615385	6.65384615384615	26.4230769230769	20.1923076923077	12.8076923076923	14.1923076923077	28.3076923076923	"H"
"773"	57.6666666666667	28.6296296296296	20.2592592592593	7.59259259259259	23.7777777777778	17.037037037037	13.0740740740741	10.3333333333333	31.5185185185185	66.7692307692308	32.4230769230769	16.0769230769231	5.73076923076923	27.4230769230769	21.5	13.1538461538462	12.6538461538462	30.1153846153846	"A"
"774"	63.1851851851852	30.8148148148148	19.5555555555556	6.59259259259259	21.1111111111111	17.4814814814815	13.2962962962963	10.8518518518519	31.1851851851852	60.4230769230769	28.3846153846154	20.9230769230769	7.73076923076923	25.1538461538462	20.4230769230769	13.7692307692308	11.4615384615385	33.6153846153846	"H"
"775"	61.1071428571429	30.8214285714286	16.75	6.10714285714286	26.7857142857143	20.5714285714286	16.0357142857143	10.1785714285714	29.7857142857143	68.44	31.68	14.8	5.44	27.08	21.24	14.6	12.24	30.56	"H"
"776"	63.7586206896552	30.6551724137931	21.1724137931034	7.62068965517241	21.6551724137931	17.8965517241379	15.4137931034483	10.9310344827586	30.1034482758621	68.2	31.96	16.72	5.28	26.28	19.32	13.48	12.92	29.16	"A"
"777"	58.6666666666667	27.6666666666667	18.875	7.41666666666667	21.2916666666667	17.375	12.0833333333333	8.45833333333333	28.4166666666667	66.4137931034483	33.551724137931	19.448275862069	7.17241379310345	26.1034482758621	19.7241379310345	14.2413793103448	13.1379310344828	33.0689655172414	"H"
"778"	72.16	32.8	10.92	3.76	25.76	20.4	16	12.24	29.96	63.6	34	15.84	6.4	27.36	20.64	15.8	10.6	33.52	"H"
"779"	52.1923076923077	25.3461538461538	26.9230769230769	11.1153846153846	26.3076923076923	19	13.4615384615385	9.07692307692308	32.8846153846154	59.5666666666667	28.1333333333333	15.8	5.6	26.7666666666667	20.3	15.8666666666667	10.6666666666667	29.9666666666667	"A"
"780"	61.1379310344828	29.1724137931034	18	6.72413793103448	23	18.9310344827586	16.2758620689655	8.75862068965517	27.3793103448276	62.4333333333333	29.7666666666667	13.8666666666667	4.7	25.8	19.6333333333333	14.7666666666667	10.2	29.3666666666667	"A"
